country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Brazil,6/25/2020,Power,0.154322,0.348103,,Brazil,6/25/2020,Industry,0.35464,0.353418,,Brazil,6/25/2020,Domestic Aviation,0.00742079,0.0196611,,Brazil,6/25/2020,International Aviation,0.00301981,0.00816266,,Brazil,6/25/2020,Ground Transport,0.432268,0.436948,,Brazil,6/25/2020,Residential,0.101734,0.101734
China,6/25/2020,Power,12.0792,14.4804,,China,6/25/2020,Industry,12.3179,13.3137,,China,6/25/2020,Domestic Aviation,0.110863,0.16712,,China,6/25/2020,International Aviation,0.0320763,0.0309127,,China,6/25/2020,Ground Transport,2.02237,2.5106,,China,6/25/2020,Residential,1.3777,1.37196
India,6/25/2020,Power,3.15457,3.3793,,India,6/25/2020,Industry,1.8257,2.00269,,India,6/25/2020,Domestic Aviation,0.00629146,0.00928496,,India,6/25/2020,International Aviation,0.0117093,0.0114347,,India,6/25/2020,Ground Transport,0.719251,0.769525,,India,6/25/2020,Residential,0.272778,0.286474
Russia,6/25/2020,Power,1.50332,1.7576,,Russia,6/25/2020,Industry,0.805852,0.89452,,Russia,6/25/2020,Domestic Aviation,0.0351589,0.0657314,,Russia,6/25/2020,International Aviation,0.0066025,0.024151,,Russia,6/25/2020,Ground Transport,0.670922,0.487073,,Russia,6/25/2020,Residential,0.159842,0.114529
Brazil,6/26/2020,Power,0.152172,0.33196,,Brazil,6/26/2020,Industry,0.349698,0.337029,,Brazil,6/26/2020,Domestic Aviation,0.00857711,0.0165469,,Brazil,6/26/2020,International Aviation,0.00386255,0.00795201,,Brazil,6/26/2020,Ground Transport,0.447167,0.29846,,Brazil,6/26/2020,Residential,0.101734,0.101734
China,6/26/2020,Power,11.8979,14.4379,,China,6/26/2020,Industry,12.1331,13.2747,,China,6/26/2020,Domestic Aviation,0.105224,0.170924,,China,6/26/2020,International Aviation,0.0300544,0.0291095,,China,6/26/2020,Ground Transport,1.91319,2.46811,,China,6/26/2020,Residential,1.38271,1.36969
India,6/26/2020,Power,3.10046,3.43689,,India,6/26/2020,Industry,1.79439,2.03681,,India,6/26/2020,Domestic Aviation,0.00620651,0.0096661,,India,6/26/2020,International Aviation,0.0123215,0.011728,,India,6/26/2020,Ground Transport,0.720743,0.622727,,India,6/26/2020,Residential,0.272152,0.275578
Russia,6/26/2020,Power,1.51481,1.71768,,Russia,6/26/2020,Industry,0.812011,0.874203,,Russia,6/26/2020,Domestic Aviation,0.0388037,0.0647716,,Russia,6/26/2020,International Aviation,0.006555,0.0232338,,Russia,6/26/2020,Ground Transport,0.679284,0.300013,,Russia,6/26/2020,Residential,0.14688,0.110268
Brazil,6/27/2020,Power,0.127115,0.362393,,Brazil,6/27/2020,Industry,0.292116,0.367926,,Brazil,6/27/2020,Domestic Aviation,0.00461333,0.0223315,,Brazil,6/27/2020,International Aviation,0.00420801,0.00746511,,Brazil,6/27/2020,Ground Transport,0.357057,0.479114,,Brazil,6/27/2020,Residential,0.101734,0.101734
China,6/27/2020,Power,12.6336,14.7008,,China,6/27/2020,Industry,12.8833,13.5164,,China,6/27/2020,Domestic Aviation,0.125821,0.170361,,China,6/27/2020,International Aviation,0.0277476,0.0259723,,China,6/27/2020,Ground Transport,1.95208,2.50474,,China,6/27/2020,Residential,1.37473,1.37147
India,6/27/2020,Power,3.0907,3.72239,,India,6/27/2020,Industry,1.78874,2.20601,,India,6/27/2020,Domestic Aviation,0.00621989,0.00903632,,India,6/27/2020,International Aviation,0.0113647,0.0107795,,India,6/27/2020,Ground Transport,0.665937,0.776592,,India,6/27/2020,Residential,0.270159,0.27227
Russia,6/27/2020,Power,1.44039,1.80419,,Russia,6/27/2020,Industry,0.772114,0.918231,,Russia,6/27/2020,Domestic Aviation,0.0374053,0.0656571,,Russia,6/27/2020,International Aviation,0.00620853,0.0220906,,Russia,6/27/2020,Ground Transport,0.496704,0.66168,,Russia,6/27/2020,Residential,0.134639,0.110427
Brazil,6/28/2020,Power,0.117132,0.373249,,Brazil,6/28/2020,Industry,0.269176,0.378948,,Brazil,6/28/2020,Domestic Aviation,0.00530314,0.0205892,,Brazil,6/28/2020,International Aviation,0.00290697,0.00746801,,Brazil,6/28/2020,Ground Transport,0.145297,0.482862,,Brazil,6/28/2020,Residential,0.101734,0.101734
China,6/28/2020,Power,12.7905,14.4273,,China,6/28/2020,Industry,13.0433,13.2649,,China,6/28/2020,Domestic Aviation,0.126877,0.166302,,China,6/28/2020,International Aviation,0.0255544,0.0303999,,China,6/28/2020,Ground Transport,2.45225,2.50567,,China,6/28/2020,Residential,1.37555,1.37162
India,6/28/2020,Power,2.99107,3.88428,,India,6/28/2020,Industry,1.73108,2.30195,,India,6/28/2020,Domestic Aviation,0.00593446,0.00857213,,India,6/28/2020,International Aviation,0.0123974,0.0107245,,India,6/28/2020,Ground Transport,0.434648,0.765356,,India,6/28/2020,Residential,0.274974,0.269599
Russia,6/28/2020,Power,1.3948,1.78003,,Russia,6/28/2020,Industry,0.747679,0.905937,,Russia,6/28/2020,Domestic Aviation,0.0381643,0.0644432,,Russia,6/28/2020,International Aviation,0.00793564,0.02085,,Russia,6/28/2020,Ground Transport,0.389314,0.665338,,Russia,6/28/2020,Residential,0.149648,0.108786
Brazil,6/29/2020,Power,0.120408,0.38444,,Brazil,6/29/2020,Industry,0.276705,0.39031,,Brazil,6/29/2020,Domestic Aviation,0.0080315,0.0210316,,Brazil,6/29/2020,International Aviation,0.00374176,0.00671434,,Brazil,6/29/2020,Ground Transport,0.415689,0.485921,,Brazil,6/29/2020,Residential,0.101734,0.101734
China,6/29/2020,Power,12.5741,14.6636,,China,6/29/2020,Industry,12.8227,13.4822,,China,6/29/2020,Domestic Aviation,0.125077,0.170085,,China,6/29/2020,International Aviation,0.0274037,0.0307021,,China,6/29/2020,Ground Transport,2.46416,2.4832,,China,6/29/2020,Residential,1.37916,1.37446
India,6/29/2020,Power,3.12517,3.79112,,India,6/29/2020,Industry,1.80869,2.24674,,India,6/29/2020,Domestic Aviation,0.00590447,0.00954446,,India,6/29/2020,International Aviation,0.011182,0.0124164,,India,6/29/2020,Ground Transport,0.721632,0.777151,,India,6/29/2020,Residential,0.276557,0.269347
Russia,6/29/2020,Power,1.50267,1.72855,,Russia,6/29/2020,Industry,0.805503,0.879737,,Russia,6/29/2020,Domestic Aviation,0.0373519,0.0670956,,Russia,6/29/2020,International Aviation,0.00769256,0.0222473,,Russia,6/29/2020,Ground Transport,0.666156,0.670774,,Russia,6/29/2020,Residential,0.174913,0.111637
Brazil,6/30/2020,Power,0.123982,0.367965,,Brazil,6/30/2020,Industry,0.284916,0.380227,,Brazil,6/30/2020,Domestic Aviation,0.00729583,0.0242693,,Brazil,6/30/2020,International Aviation,0.00296485,0.00857668,,Brazil,6/30/2020,Ground Transport,0.435136,0.489196,,Brazil,6/30/2020,Residential,0.101734,0.0984519
China,6/30/2020,Power,13.0312,13.8261,,China,6/30/2020,Industry,13.2888,10.9512,,China,6/30/2020,Domestic Aviation,0.142062,0.157561,,China,6/30/2020,International Aviation,0.0285359,0.0288264,,China,6/30/2020,Ground Transport,2.45904,2.52522,,China,6/30/2020,Residential,1.37638,1.33258
India,6/30/2020,Power,3.17314,3.66758,,India,6/30/2020,Industry,1.83645,2.17861,,India,6/30/2020,Domestic Aviation,0.00573141,0.0100405,,India,6/30/2020,International Aviation,0.0107357,0.01163,,India,6/30/2020,Ground Transport,0.701808,0.779176,,India,6/30/2020,Residential,0.269819,0.265897
Russia,6/30/2020,Power,1.51942,1.76392,,Russia,6/30/2020,Industry,0.814481,0.792372,,Russia,6/30/2020,Domestic Aviation,0.0403882,0.0649133,,Russia,6/30/2020,International Aviation,0.00625244,0.0254035,,Russia,6/30/2020,Ground Transport,0.680946,0.662267,,Russia,6/30/2020,Residential,0.159544,0.10544
Brazil,7/1/2020,Power,0.12437,0.390779,,Brazil,7/1/2020,Industry,0.357812,0.403801,,Brazil,7/1/2020,Domestic Aviation,0.008932,0.0268165,,Brazil,7/1/2020,International Aviation,0.00429838,0.00874751,,Brazil,7/1/2020,Ground Transport,0.440296,0.489614,,Brazil,7/1/2020,Residential,0.0984519,0.0984519
China,7/1/2020,Power,13.1359,13.8952,,China,7/1/2020,Industry,12.2973,11.006,,China,7/1/2020,Domestic Aviation,0.134848,0.179057,,China,7/1/2020,International Aviation,0.0280661,0.0285289,,China,7/1/2020,Ground Transport,2.43362,2.49251,,China,7/1/2020,Residential,1.3323,1.33688
India,7/1/2020,Power,3.22121,3.49768,,India,7/1/2020,Industry,1.87544,2.07769,,India,7/1/2020,Domestic Aviation,0.00620216,0.0103804,,India,7/1/2020,International Aviation,0.0100438,0.0124546,,India,7/1/2020,Ground Transport,0.733535,0.809788,,India,7/1/2020,Residential,0.260906,0.271007
Russia,7/1/2020,Power,1.47149,1.79239,,Russia,7/1/2020,Industry,0.683177,0.805161,,Russia,7/1/2020,Domestic Aviation,0.0435071,0.0672571,,Russia,7/1/2020,International Aviation,0.00884594,0.0252594,,Russia,7/1/2020,Ground Transport,0.587749,0.677556,,Russia,7/1/2020,Residential,0.133874,0.104569
Brazil,7/2/2020,Power,0.117209,0.381447,,Brazil,7/2/2020,Industry,0.33721,0.394159,,Brazil,7/2/2020,Domestic Aviation,0.00949966,0.025387,,Brazil,7/2/2020,International Aviation,0.00404677,0.00914473,,Brazil,7/2/2020,Ground Transport,0.44275,0.450338,,Brazil,7/2/2020,Residential,0.0984519,0.0984519
China,7/2/2020,Power,12.9318,13.9951,,China,7/2/2020,Industry,12.1062,11.0851,,China,7/2/2020,Domestic Aviation,0.133743,0.183331,,China,7/2/2020,International Aviation,0.0262224,0.0301121,,China,7/2/2020,Ground Transport,2.48277,2.48162,,China,7/2/2020,Residential,1.33129,1.32971
India,7/2/2020,Power,3.2773,3.576,,India,7/2/2020,Industry,1.90809,2.12421,,India,7/2/2020,Domestic Aviation,0.00587301,0.0105627,,India,7/2/2020,International Aviation,0.00849972,0.0110867,,India,7/2/2020,Ground Transport,0.715884,0.798249,,India,7/2/2020,Residential,0.260255,0.270972
Russia,7/2/2020,Power,1.54907,1.71913,,Russia,7/2/2020,Industry,0.719198,0.772254,,Russia,7/2/2020,Domestic Aviation,0.0418481,0.0661288,,Russia,7/2/2020,International Aviation,0.00769698,0.0262823,,Russia,7/2/2020,Ground Transport,0.675674,0.43493,,Russia,7/2/2020,Residential,0.116757,0.101334
Brazil,7/3/2020,Power,0.11846,0.388546,,Brazil,7/3/2020,Industry,0.340809,0.401495,,Brazil,7/3/2020,Domestic Aviation,0.0104413,0.0221306,,Brazil,7/3/2020,International Aviation,0.00340517,0.00861851,,Brazil,7/3/2020,Ground Transport,0.454638,0.300304,,Brazil,7/3/2020,Residential,0.0984519,0.0984519
China,7/3/2020,Power,12.8393,14.2256,,China,7/3/2020,Industry,12.0196,11.2677,,China,7/3/2020,Domestic Aviation,0.144308,0.188292,,China,7/3/2020,International Aviation,0.0280404,0.0292875,,China,7/3/2020,Ground Transport,2.50186,2.43337,,China,7/3/2020,Residential,1.33353,1.32627
India,7/3/2020,Power,3.23069,3.66625,,India,7/3/2020,Industry,1.88095,2.17782,,India,7/3/2020,Domestic Aviation,0.00607286,0.0109448,,India,7/3/2020,International Aviation,0.0121294,0.0125451,,India,7/3/2020,Ground Transport,0.731082,0.669817,,India,7/3/2020,Residential,0.26021,0.268012
Russia,7/3/2020,Power,1.5786,1.64773,,Russia,7/3/2020,Industry,0.732905,0.740182,,Russia,7/3/2020,Domestic Aviation,0.0461228,0.0654866,,Russia,7/3/2020,International Aviation,0.00847588,0.025022,,Russia,7/3/2020,Ground Transport,0.681565,0.297827,,Russia,7/3/2020,Residential,0.102799,0.108178
Brazil,7/4/2020,Power,0.125832,0.395311,,Brazil,7/4/2020,Industry,0.362018,0.408484,,Brazil,7/4/2020,Domestic Aviation,0.00542604,0.025619,,Brazil,7/4/2020,International Aviation,0.003858,0.00726493,,Brazil,7/4/2020,Ground Transport,0.379996,0.476648,,Brazil,7/4/2020,Residential,0.0984519,0.0984519
China,7/4/2020,Power,12.4392,14.5227,,China,7/4/2020,Industry,11.6451,11.503,,China,7/4/2020,Domestic Aviation,0.137292,0.180833,,China,7/4/2020,International Aviation,0.0266965,0.0257054,,China,7/4/2020,Ground Transport,2.11232,2.43186,,China,7/4/2020,Residential,1.32993,1.32754
India,7/4/2020,Power,3.09398,3.89433,,India,7/4/2020,Industry,1.80136,2.3133,,India,7/4/2020,Domestic Aviation,0.00592754,0.010279,,India,7/4/2020,International Aviation,0.0111145,0.0102901,,India,7/4/2020,Ground Transport,0.699309,0.794934,,India,7/4/2020,Residential,0.262773,0.266092
Russia,7/4/2020,Power,1.53574,1.73895,,Russia,7/4/2020,Industry,0.713007,0.781155,,Russia,7/4/2020,Domestic Aviation,0.0454567,0.0657094,,Russia,7/4/2020,International Aviation,0.00892117,0.022475,,Russia,7/4/2020,Ground Transport,0.516484,0.647249,,Russia,7/4/2020,Residential,0.10005,0.111247
Brazil,7/5/2020,Power,0.12491,0.385215,,Brazil,7/5/2020,Industry,0.359367,0.398052,,Brazil,7/5/2020,Domestic Aviation,0.00585877,0.0255146,,Brazil,7/5/2020,International Aviation,0.00193082,0.00772599,,Brazil,7/5/2020,Ground Transport,0.158352,0.484666,,Brazil,7/5/2020,Residential,0.0984519,0.0984519
China,7/5/2020,Power,12.2923,14.7379,,China,7/5/2020,Industry,11.5075,11.6734,,China,7/5/2020,Domestic Aviation,0.151001,0.185697,,China,7/5/2020,International Aviation,0.0287752,0.02874,,China,7/5/2020,Ground Transport,1.9987,2.45529,,China,7/5/2020,Residential,1.32886,1.32736
India,7/5/2020,Power,2.77583,4.03938,,India,7/5/2020,Industry,1.61613,2.39947,,India,7/5/2020,Domestic Aviation,0.00638077,0.00955629,,India,7/5/2020,International Aviation,0.0119005,0.0105974,,India,7/5/2020,Ground Transport,0.539626,0.791858,,India,7/5/2020,Residential,0.265465,0.263436
Russia,7/5/2020,Power,1.53307,1.69794,,Russia,7/5/2020,Industry,0.711771,0.762736,,Russia,7/5/2020,Domestic Aviation,0.0448533,0.063807,,Russia,7/5/2020,International Aviation,0.00828635,0.0213058,,Russia,7/5/2020,Ground Transport,0.393756,0.65534,,Russia,7/5/2020,Residential,0.100899,0.105677
Brazil,7/6/2020,Power,0.124344,0.199142,,Brazil,7/6/2020,Industry,0.357738,0.205778,,Brazil,7/6/2020,Domestic Aviation,0.00981534,0.0262016,,Brazil,7/6/2020,International Aviation,0.00363167,0.0081193,,Brazil,7/6/2020,Ground Transport,0.429436,0.489717,,Brazil,7/6/2020,Residential,0.0984519,0.0984519
China,7/6/2020,Power,12.559,15.0427,,China,7/6/2020,Industry,11.7572,11.9149,,China,7/6/2020,Domestic Aviation,0.142161,0.189243,,China,7/6/2020,International Aviation,0.0242675,0.0298664,,China,7/6/2020,Ground Transport,2.53269,2.4928,,China,7/6/2020,Residential,1.32659,1.32558
India,7/6/2020,Power,2.77583,3.98739,,India,7/6/2020,Industry,1.61613,2.36858,,India,7/6/2020,Domestic Aviation,0.00552124,0.0101061,,India,7/6/2020,International Aviation,0.00955823,0.0128368,,India,7/6/2020,Ground Transport,0.762181,0.79541,,India,7/6/2020,Residential,0.2642,0.266377
Russia,7/6/2020,Power,1.68679,1.67258,,Russia,7/6/2020,Industry,0.78314,0.751342,,Russia,7/6/2020,Domestic Aviation,0.0445433,0.0664526,,Russia,7/6/2020,International Aviation,0.00765135,0.0239543,,Russia,7/6/2020,Ground Transport,0.663037,0.654919,,Russia,7/6/2020,Residential,0.100295,0.10803
Brazil,7/7/2020,Power,0.125772,0.38483,,Brazil,7/7/2020,Industry,0.361845,0.397655,,Brazil,7/7/2020,Domestic Aviation,0.00802444,0.0257438,,Brazil,7/7/2020,International Aviation,0.00320164,0.0067811,,Brazil,7/7/2020,Ground Transport,0.439369,0.491697,,Brazil,7/7/2020,Residential,0.0984519,0.0984519
China,7/7/2020,Power,13.2393,15.3321,,China,7/7/2020,Industry,12.3941,12.1441,,China,7/7/2020,Domestic Aviation,0.137685,0.18122,,China,7/7/2020,International Aviation,0.0255954,0.0278034,,China,7/7/2020,Ground Transport,2.4461,2.509,,China,7/7/2020,Residential,1.3249,1.32466
India,7/7/2020,Power,2.87585,3.87505,,India,7/7/2020,Industry,1.67436,2.30185,,India,7/7/2020,Domestic Aviation,0.00540912,0.0100355,,India,7/7/2020,International Aviation,0.0096027,0.011574,,India,7/7/2020,Ground Transport,0.758309,0.787076,,India,7/7/2020,Residential,0.261241,0.261934
Russia,7/7/2020,Power,1.73027,1.69395,,Russia,7/7/2020,Industry,0.803326,0.760942,,Russia,7/7/2020,Domestic Aviation,0.0426894,0.0633149,,Russia,7/7/2020,International Aviation,0.00719024,0.023879,,Russia,7/7/2020,Ground Transport,0.670726,0.650371,,Russia,7/7/2020,Residential,0.101528,0.104772
Brazil,7/8/2020,Power,0.116685,0.403971,,Brazil,7/8/2020,Industry,0.335703,0.417433,,Brazil,7/8/2020,Domestic Aviation,0.00875162,0.0278439,,Brazil,7/8/2020,International Aviation,0.00418241,0.00795419,,Brazil,7/8/2020,Ground Transport,0.444755,0.472474,,Brazil,7/8/2020,Residential,0.0984519,0.0984519
China,7/8/2020,Power,13.1985,15.5703,,China,7/8/2020,Industry,12.3559,12.3328,,China,7/8/2020,Domestic Aviation,0.145604,0.198971,,China,7/8/2020,International Aviation,0.0275622,0.029272,,China,7/8/2020,Ground Transport,2.46285,2.53633,,China,7/8/2020,Residential,1.32455,1.32698
India,7/8/2020,Power,2.99168,3.82501,,India,7/8/2020,Industry,1.7418,2.27213,,India,7/8/2020,Domestic Aviation,0.00579096,0.0103582,,India,7/8/2020,International Aviation,0.0101882,0.0132953,,India,7/8/2020,Ground Transport,0.768311,0.792819,,India,7/8/2020,Residential,0.25964,0.258808
Russia,7/8/2020,Power,1.72202,1.73303,,Russia,7/8/2020,Industry,0.799496,0.778495,,Russia,7/8/2020,Domestic Aviation,0.0425364,0.0659584,,Russia,7/8/2020,International Aviation,0.00862275,0.0244498,,Russia,7/8/2020,Ground Transport,0.664293,0.661838,,Russia,7/8/2020,Residential,0.108987,0.103075
Brazil,7/9/2020,Power,0.114559,0.407266,,Brazil,7/9/2020,Industry,0.329586,0.420838,,Brazil,7/9/2020,Domestic Aviation,0.00929232,0.0246041,,Brazil,7/9/2020,International Aviation,0.00325861,0.00897785,,Brazil,7/9/2020,Ground Transport,0.440078,0.44145,,Brazil,7/9/2020,Residential,0.0984519,0.0984519
China,7/9/2020,Power,13.2393,15.5985,,China,7/9/2020,Industry,12.3941,12.3551,,China,7/9/2020,Domestic Aviation,0.147148,0.196119,,China,7/9/2020,International Aviation,0.0277152,0.0297171,,China,7/9/2020,Ground Transport,2.49497,2.54864,,China,7/9/2020,Residential,1.32987,1.32617
India,7/9/2020,Power,3.1075,3.82839,,India,7/9/2020,Industry,1.80923,2.27413,,India,7/9/2020,Domestic Aviation,0.00576073,0.0108851,,India,7/9/2020,International Aviation,0.00993318,0.0117996,,India,7/9/2020,Ground Transport,0.743988,0.780622,,India,7/9/2020,Residential,0.259755,0.260288
Russia,7/9/2020,Power,1.63312,1.70485,,Russia,7/9/2020,Industry,0.758222,0.765836,,Russia,7/9/2020,Domestic Aviation,0.0436654,0.0661292,,Russia,7/9/2020,International Aviation,0.00829329,0.0257572,,Russia,7/9/2020,Ground Transport,0.666897,0.449755,,Russia,7/9/2020,Residential,0.127608,0.10513
Brazil,7/10/2020,Power,0.114237,0.369236,,Brazil,7/10/2020,Industry,0.32866,0.381541,,Brazil,7/10/2020,Domestic Aviation,0.0110964,0.0220808,,Brazil,7/10/2020,International Aviation,0.0042307,0.00897517,,Brazil,7/10/2020,Ground Transport,0.457823,0.310975,,Brazil,7/10/2020,Residential,0.0984519,0.0984519
China,7/10/2020,Power,13.0352,15.6318,,China,7/10/2020,Industry,12.203,12.3815,,China,7/10/2020,Domestic Aviation,0.160221,0.197671,,China,7/10/2020,International Aviation,0.0278182,0.0283788,,China,7/10/2020,Ground Transport,2.5463,2.50645,,China,7/10/2020,Residential,1.32942,1.32537
India,7/10/2020,Power,3.09103,3.60738,,India,7/10/2020,Industry,1.79964,2.14285,,India,7/10/2020,Domestic Aviation,0.00584407,0.0109266,,India,7/10/2020,International Aviation,0.0113662,0.013646,,India,7/10/2020,Ground Transport,0.763264,0.670822,,India,7/10/2020,Residential,0.262554,0.261769
Russia,7/10/2020,Power,1.62479,1.7178,,Russia,7/10/2020,Industry,0.754351,0.771656,,Russia,7/10/2020,Domestic Aviation,0.0483214,0.0647152,,Russia,7/10/2020,International Aviation,0.00824528,0.0250714,,Russia,7/10/2020,Ground Transport,0.679802,0.312496,,Russia,7/10/2020,Residential,0.117192,0.107186
Brazil,7/11/2020,Power,0.113237,0.37237,,Brazil,7/11/2020,Industry,0.325782,0.384779,,Brazil,7/11/2020,Domestic Aviation,0.00605965,0.0268053,,Brazil,7/11/2020,International Aviation,0.00319985,0.00762687,,Brazil,7/11/2020,Ground Transport,0.375747,0.47706,,Brazil,7/11/2020,Residential,0.0984519,0.0984519
China,7/11/2020,Power,13.0461,15.7522,,China,7/11/2020,Industry,12.2132,12.4768,,China,7/11/2020,Domestic Aviation,0.147798,0.197212,,China,7/11/2020,International Aviation,0.0264687,0.0271236,,China,7/11/2020,Ground Transport,2.27263,2.52097,,China,7/11/2020,Residential,1.33831,1.32456
India,7/11/2020,Power,2.93812,3.56001,,India,7/11/2020,Industry,1.71062,2.11471,,India,7/11/2020,Domestic Aviation,0.00604311,0.0104247,,India,7/11/2020,International Aviation,0.0109875,0.011424,,India,7/11/2020,Ground Transport,0.715034,0.797528,,India,7/11/2020,Residential,0.264809,0.26325
Russia,7/11/2020,Power,1.58207,1.84496,,Russia,7/11/2020,Industry,0.734519,0.828778,,Russia,7/11/2020,Domestic Aviation,0.045807,0.0641177,,Russia,7/11/2020,International Aviation,0.00792653,0.022406,,Russia,7/11/2020,Ground Transport,0.481997,0.653206,,Russia,7/11/2020,Residential,0.106247,0.109241
