country,date,sector,value,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,
Brazil,1/11/2020,Power,0.26963,,,Brazil,1/11/2020,Industry,0.28105,,,,Brazil,1/11/2020,Domestic Aviation,0.033202,,,,Brazil,1/11/2020,International Aviation,0.020617,,,,Brazil,1/11/2020,Ground Transport,0.436539,,,,Brazil,1/11/2020,Residential,0.0984519,,
China,1/11/2020,Power,15.6415,,,China,1/11/2020,Industry,9.8465,,,,China,1/11/2020,Domestic Aviation,0.187943,,,,China,1/11/2020,International Aviation,0.0927558,,,,China,1/11/2020,Ground Transport,2.57379,,,,China,1/11/2020,Residential,3.85131,,
EU27 & UK,1/11/2020,Power,2.36595,,,EU27 & UK,1/11/2020,Industry,1.41709,,,,EU27 & UK,1/11/2020,Domestic Aviation,0.0288861,,,,EU27 & UK,1/11/2020,International Aviation,0.4451,,,,EU27 & UK,1/11/2020,Ground Transport,2.28435,,,,EU27 & UK,1/11/2020,Residential,2.65899,,
India,1/11/2020,Power,3.35184,,,India,1/11/2020,Industry,2.11355,,,,India,1/11/2020,Domestic Aviation,0.021226,,,,India,1/11/2020,International Aviation,0.0367868,,,,India,1/11/2020,Ground Transport,0.848278,,,,India,1/11/2020,Residential,2.24731,,
ROW,1/11/2020,Power,9.46714,,,ROW,1/11/2020,Industry,9.03075,,,,ROW,1/11/2020,Domestic Aviation,0.173726,,,,ROW,1/11/2020,International Aviation,0.813614,,,,ROW,1/11/2020,Ground Transport,5.89788,,,,ROW,1/11/2020,Residential,5.60145,,
Russia,1/11/2020,Power,2.70854,,,Russia,1/11/2020,Industry,0.659912,,,,Russia,1/11/2020,Domestic Aviation,0.0410847,,,,Russia,1/11/2020,International Aviation,0.0383489,,,,Russia,1/11/2020,Ground Transport,0.601685,,,,Russia,1/11/2020,Residential,0.789575,,
United States,1/11/2020,Power,3.21446,,,United States,1/11/2020,Industry,2.68547,,,,United States,1/11/2020,Domestic Aviation,0.420167,,,,United States,1/11/2020,International Aviation,0.231746,,,,United States,1/11/2020,Ground Transport,3.97754,,,,United States,1/11/2020,Residential,2.16252,,
WORLD,1/11/2020,Power,38.5497,,,WORLD,1/11/2020,Industry,26.6662,,,,WORLD,1/11/2020,Domestic Aviation,0.932421,,,,WORLD,1/11/2020,International Aviation,1.73569,,,,WORLD,1/11/2020,Ground Transport,17.0909,,,,WORLD,1/11/2020,Residential,17.9535,,
Brazil,1/12/2020,Power,0.266044,,,Brazil,1/12/2020,Industry,0.277311,,,,Brazil,1/12/2020,Domestic Aviation,0.0310422,,,,Brazil,1/12/2020,International Aviation,0.0196935,,,,Brazil,1/12/2020,Ground Transport,0.336838,,,,Brazil,1/12/2020,Residential,0.0984519,,
China,1/12/2020,Power,15.3089,,,China,1/12/2020,Industry,9.63708,,,,China,1/12/2020,Domestic Aviation,0.186318,,,,China,1/12/2020,International Aviation,0.0879837,,,,China,1/12/2020,Ground Transport,2.47848,,,,China,1/12/2020,Residential,3.88063,,
EU27 & UK,1/12/2020,Power,2.02623,,,EU27 & UK,1/12/2020,Industry,1.21361,,,,EU27 & UK,1/12/2020,Domestic Aviation,0.0365971,,,,EU27 & UK,1/12/2020,International Aviation,0.456121,,,,EU27 & UK,1/12/2020,Ground Transport,1.76774,,,,EU27 & UK,1/12/2020,Residential,2.74744,,
India,1/12/2020,Power,3.33068,,,India,1/12/2020,Industry,2.10021,,,,India,1/12/2020,Domestic Aviation,0.0207236,,,,India,1/12/2020,International Aviation,0.0366399,,,,India,1/12/2020,Ground Transport,0.802361,,,,India,1/12/2020,Residential,1.85443,,
ROW,1/12/2020,Power,8.96261,,,ROW,1/12/2020,Industry,8.5449,,,,ROW,1/12/2020,Domestic Aviation,0.177602,,,,ROW,1/12/2020,International Aviation,0.822769,,,,ROW,1/12/2020,Ground Transport,5.35968,,,,ROW,1/12/2020,Residential,6.30991,,
Russia,1/12/2020,Power,2.65253,,,Russia,1/12/2020,Industry,0.646267,,,,Russia,1/12/2020,Domestic Aviation,0.0426568,,,,Russia,1/12/2020,International Aviation,0.0381586,,,,Russia,1/12/2020,Ground Transport,0.536096,,,,Russia,1/12/2020,Residential,0.784106,,
United States,1/12/2020,Power,3.41875,,,United States,1/12/2020,Industry,2.77555,,,,United States,1/12/2020,Domestic Aviation,0.412424,,,,United States,1/12/2020,International Aviation,0.229968,,,,United States,1/12/2020,Ground Transport,3.67361,,,,United States,1/12/2020,Residential,2.40762,,
WORLD,1/12/2020,Power,37.4737,,,WORLD,1/12/2020,Industry,25.8175,,,,WORLD,1/12/2020,Domestic Aviation,0.933298,,,,WORLD,1/12/2020,International Aviation,1.74548,,,,WORLD,1/12/2020,Ground Transport,15.3908,,,,WORLD,1/12/2020,Residential,18.6319,,
Brazil,1/13/2020,Power,0.27258,,,Brazil,1/13/2020,Industry,0.284125,,,,Brazil,1/13/2020,Domestic Aviation,0.0340923,,,,Brazil,1/13/2020,International Aviation,0.0197006,,,,Brazil,1/13/2020,Ground Transport,0.479629,,,,Brazil,1/13/2020,Residential,0.0984519,,
China,1/13/2020,Power,15.2563,,,China,1/13/2020,Industry,9.60402,,,,China,1/13/2020,Domestic Aviation,0.187901,,,,China,1/13/2020,International Aviation,0.0846325,,,,China,1/13/2020,Ground Transport,2.60734,,,,China,1/13/2020,Residential,3.85766,,
EU27 & UK,1/13/2020,Power,2.90156,,,EU27 & UK,1/13/2020,Industry,1.73789,,,,EU27 & UK,1/13/2020,Domestic Aviation,0.0431369,,,,EU27 & UK,1/13/2020,International Aviation,0.422961,,,,EU27 & UK,1/13/2020,Ground Transport,2.65337,,,,EU27 & UK,1/13/2020,Residential,2.67497,,
India,1/13/2020,Power,3.41028,,,India,1/13/2020,Industry,2.1504,,,,India,1/13/2020,Domestic Aviation,0.020886,,,,India,1/13/2020,International Aviation,0.033705,,,,India,1/13/2020,Ground Transport,0.856681,,,,India,1/13/2020,Residential,1.6801,,
ROW,1/13/2020,Power,9.99204,,,ROW,1/13/2020,Industry,9.4778,,,,ROW,1/13/2020,Domestic Aviation,0.192893,,,,ROW,1/13/2020,International Aviation,0.774432,,,,ROW,1/13/2020,Ground Transport,6.58377,,,,ROW,1/13/2020,Residential,6.30995,,
Russia,1/13/2020,Power,2.71566,,,Russia,1/13/2020,Industry,0.661648,,,,Russia,1/13/2020,Domestic Aviation,0.0426377,,,,Russia,1/13/2020,International Aviation,0.0323523,,,,Russia,1/13/2020,Ground Transport,0.678598,,,,Russia,1/13/2020,Residential,0.736746,,
United States,1/13/2020,Power,3.7214,,,United States,1/13/2020,Industry,2.82001,,,,United States,1/13/2020,Domestic Aviation,0.466682,,,,United States,1/13/2020,International Aviation,0.227903,,,,United States,1/13/2020,Ground Transport,4.21055,,,,United States,1/13/2020,Residential,2.69234,,
WORLD,1/13/2020,Power,39.803,,,WORLD,1/13/2020,Industry,27.3689,,,,WORLD,1/13/2020,Domestic Aviation,1.01433,,,,WORLD,1/13/2020,International Aviation,1.65022,,,,WORLD,1/13/2020,Ground Transport,18.5191,,,,WORLD,1/13/2020,Residential,18.5977,,
Brazil,1/14/2020,Power,0.273898,,,Brazil,1/14/2020,Industry,0.285498,,,,Brazil,1/14/2020,Domestic Aviation,0.0350903,,,,Brazil,1/14/2020,International Aviation,0.0186373,,,,Brazil,1/14/2020,Ground Transport,0.484433,,,,Brazil,1/14/2020,Residential,0.0984519,,
China,1/14/2020,Power,14.4859,,,China,1/14/2020,Industry,9.11904,,,,China,1/14/2020,Domestic Aviation,0.188839,,,,China,1/14/2020,International Aviation,0.0882454,,,,China,1/14/2020,Ground Transport,2.60751,,,,China,1/14/2020,Residential,3.94119,,
EU27 & UK,1/14/2020,Power,2.57882,,,EU27 & UK,1/14/2020,Industry,1.54459,,,,EU27 & UK,1/14/2020,Domestic Aviation,0.0382634,,,,EU27 & UK,1/14/2020,International Aviation,0.363966,,,,EU27 & UK,1/14/2020,Ground Transport,2.67943,,,,EU27 & UK,1/14/2020,Residential,2.48224,,
India,1/14/2020,Power,3.3101,,,India,1/14/2020,Industry,2.08723,,,,India,1/14/2020,Domestic Aviation,0.0208642,,,,India,1/14/2020,International Aviation,0.0344414,,,,India,1/14/2020,Ground Transport,0.853122,,,,India,1/14/2020,Residential,1.66294,,
ROW,1/14/2020,Power,10.1853,,,ROW,1/14/2020,Industry,9.6092,,,,ROW,1/14/2020,Domestic Aviation,0.194931,,,,ROW,1/14/2020,International Aviation,0.749171,,,,ROW,1/14/2020,Ground Transport,6.74423,,,,ROW,1/14/2020,Residential,6.09068,,
Russia,1/14/2020,Power,2.68132,,,Russia,1/14/2020,Industry,0.653281,,,,Russia,1/14/2020,Domestic Aviation,0.0401905,,,,Russia,1/14/2020,International Aviation,0.0303426,,,,Russia,1/14/2020,Ground Transport,0.679126,,,,Russia,1/14/2020,Residential,0.721023,,
United States,1/14/2020,Power,3.70716,,,United States,1/14/2020,Industry,2.8474,,,,United States,1/14/2020,Domestic Aviation,0.484905,,,,United States,1/14/2020,International Aviation,0.207004,,,,United States,1/14/2020,Ground Transport,4.32653,,,,United States,1/14/2020,Residential,2.48979,,
WORLD,1/14/2020,Power,38.9779,,,WORLD,1/14/2020,Industry,26.8709,,,,WORLD,1/14/2020,Domestic Aviation,1.0286,,,,WORLD,1/14/2020,International Aviation,1.54546,,,,WORLD,1/14/2020,Ground Transport,18.8656,,,,WORLD,1/14/2020,Residential,18.0372,,
Brazil,1/15/2020,Power,0.26591,,,Brazil,1/15/2020,Industry,0.277172,,,,Brazil,1/15/2020,Domestic Aviation,0.0346981,,,,Brazil,1/15/2020,International Aviation,0.0197244,,,,Brazil,1/15/2020,Ground Transport,0.488578,,,,Brazil,1/15/2020,Residential,0.0984519,,
China,1/15/2020,Power,14.3429,,,China,1/15/2020,Industry,9.02902,,,,China,1/15/2020,Domestic Aviation,0.190193,,,,China,1/15/2020,International Aviation,0.0889244,,,,China,1/15/2020,Ground Transport,2.63227,,,,China,1/15/2020,Residential,3.87761,,
EU27 & UK,1/15/2020,Power,2.58392,,,EU27 & UK,1/15/2020,Industry,1.54764,,,,EU27 & UK,1/15/2020,Domestic Aviation,0.0413412,,,,EU27 & UK,1/15/2020,International Aviation,0.374274,,,,EU27 & UK,1/15/2020,Ground Transport,2.6732,,,,EU27 & UK,1/15/2020,Residential,2.3614,,
India,1/15/2020,Power,3.20992,,,India,1/15/2020,Industry,2.02406,,,,India,1/15/2020,Domestic Aviation,0.0207805,,,,India,1/15/2020,International Aviation,0.0363008,,,,India,1/15/2020,Ground Transport,0.855581,,,,India,1/15/2020,Residential,1.42726,,
ROW,1/15/2020,Power,10.3813,,,ROW,1/15/2020,Industry,9.79044,,,,ROW,1/15/2020,Domestic Aviation,0.192134,,,,ROW,1/15/2020,International Aviation,0.770014,,,,ROW,1/15/2020,Ground Transport,6.79047,,,,ROW,1/15/2020,Residential,6.05359,,
Russia,1/15/2020,Power,2.69052,,,Russia,1/15/2020,Industry,0.655522,,,,Russia,1/15/2020,Domestic Aviation,0.0409745,,,,Russia,1/15/2020,International Aviation,0.0310872,,,,Russia,1/15/2020,Ground Transport,0.680794,,,,Russia,1/15/2020,Residential,0.7084,,
United States,1/15/2020,Power,3.34026,,,United States,1/15/2020,Industry,2.6397,,,,United States,1/15/2020,Domestic Aviation,0.491859,,,,United States,1/15/2020,International Aviation,0.200732,,,,United States,1/15/2020,Ground Transport,4.35378,,,,United States,1/15/2020,Residential,2.438,,
WORLD,1/15/2020,Power,38.6154,,,WORLD,1/15/2020,Industry,26.7069,,,,WORLD,1/15/2020,Domestic Aviation,1.03771,,,,WORLD,1/15/2020,International Aviation,1.57658,,,,WORLD,1/15/2020,Ground Transport,18.9679,,,,WORLD,1/15/2020,Residential,17.5578,,
Brazil,1/16/2020,Power,0.268311,,,Brazil,1/16/2020,Industry,0.279675,,,,Brazil,1/16/2020,Domestic Aviation,0.0345546,,,,Brazil,1/16/2020,International Aviation,0.0182612,,,,Brazil,1/16/2020,Ground Transport,0.491765,,,,Brazil,1/16/2020,Residential,0.0984519,,
China,1/16/2020,Power,14.2175,,,China,1/16/2020,Industry,8.95003,,,,China,1/16/2020,Domestic Aviation,0.190429,,,,China,1/16/2020,International Aviation,0.0921489,,,,China,1/16/2020,Ground Transport,2.61534,,,,China,1/16/2020,Residential,3.87326,,
EU27 & UK,1/16/2020,Power,2.81772,,,EU27 & UK,1/16/2020,Industry,1.68768,,,,EU27 & UK,1/16/2020,Domestic Aviation,0.0434971,,,,EU27 & UK,1/16/2020,International Aviation,0.399554,,,,EU27 & UK,1/16/2020,Ground Transport,2.68476,,,,EU27 & UK,1/16/2020,Residential,2.46201,,
India,1/16/2020,Power,3.165,,,India,1/16/2020,Industry,1.99574,,,,India,1/16/2020,Domestic Aviation,0.0210404,,,,India,1/16/2020,International Aviation,0.0355966,,,,India,1/16/2020,Ground Transport,0.86071,,,,India,1/16/2020,Residential,1.30729,,
ROW,1/16/2020,Power,10.2519,,,ROW,1/16/2020,Industry,9.57893,,,,ROW,1/16/2020,Domestic Aviation,0.197928,,,,ROW,1/16/2020,International Aviation,0.777968,,,,ROW,1/16/2020,Ground Transport,6.79476,,,,ROW,1/16/2020,Residential,5.70312,,
Russia,1/16/2020,Power,2.68994,,,Russia,1/16/2020,Industry,0.655382,,,,Russia,1/16/2020,Domestic Aviation,0.0409834,,,,Russia,1/16/2020,International Aviation,0.0317859,,,,Russia,1/16/2020,Ground Transport,0.68283,,,,Russia,1/16/2020,Residential,0.682741,,
United States,1/16/2020,Power,3.8636,,,United States,1/16/2020,Industry,2.89304,,,,United States,1/16/2020,Domestic Aviation,0.508371,,,,United States,1/16/2020,International Aviation,0.218585,,,,United States,1/16/2020,Ground Transport,4.49167,,,,United States,1/16/2020,Residential,2.73061,,
WORLD,1/16/2020,Power,39.1013,,,WORLD,1/16/2020,Industry,26.7949,,,,WORLD,1/16/2020,Domestic Aviation,1.06242,,,,WORLD,1/16/2020,International Aviation,1.62895,,,,WORLD,1/16/2020,Ground Transport,19.114,,,,WORLD,1/16/2020,Residential,17.4453,,
Brazil,1/17/2020,Power,0.275157,,,Brazil,1/17/2020,Industry,0.286811,,,,Brazil,1/17/2020,Domestic Aviation,0.0349454,,,,Brazil,1/17/2020,International Aviation,0.0193472,,,,Brazil,1/17/2020,Ground Transport,0.494195,,,,Brazil,1/17/2020,Residential,0.0984519,,
China,1/17/2020,Power,14.1182,,,China,1/17/2020,Industry,8.88757,,,,China,1/17/2020,Domestic Aviation,0.187471,,,,China,1/17/2020,International Aviation,0.0900303,,,,China,1/17/2020,Ground Transport,2.63871,,,,China,1/17/2020,Residential,3.8911,,
EU27 & UK,1/17/2020,Power,2.84153,,,EU27 & UK,1/17/2020,Industry,1.70194,,,,EU27 & UK,1/17/2020,Domestic Aviation,0.0454656,,,,EU27 & UK,1/17/2020,International Aviation,0.437282,,,,EU27 & UK,1/17/2020,Ground Transport,2.68138,,,,EU27 & UK,1/17/2020,Residential,2.5917,,
India,1/17/2020,Power,3.29695,,,India,1/17/2020,Industry,2.07894,,,,India,1/17/2020,Domestic Aviation,0.0215776,,,,India,1/17/2020,International Aviation,0.0368584,,,,India,1/17/2020,Ground Transport,0.862535,,,,India,1/17/2020,Residential,1.38158,,
ROW,1/17/2020,Power,10.0695,,,ROW,1/17/2020,Industry,9.47412,,,,ROW,1/17/2020,Domestic Aviation,0.198702,,,,ROW,1/17/2020,International Aviation,0.796574,,,,ROW,1/17/2020,Ground Transport,6.23284,,,,ROW,1/17/2020,Residential,5.58818,,
Russia,1/17/2020,Power,2.71094,,,Russia,1/17/2020,Industry,0.660498,,,,Russia,1/17/2020,Domestic Aviation,0.0426819,,,,Russia,1/17/2020,International Aviation,0.0310842,,,,Russia,1/17/2020,Ground Transport,0.68515,,,,Russia,1/17/2020,Residential,0.684278,,
United States,1/17/2020,Power,4.0389,,,United States,1/17/2020,Industry,2.89919,,,,United States,1/17/2020,Domestic Aviation,0.520702,,,,United States,1/17/2020,International Aviation,0.231262,,,,United States,1/17/2020,Ground Transport,4.63148,,,,United States,1/17/2020,Residential,3.37838,,
WORLD,1/17/2020,Power,39.1571,,,WORLD,1/17/2020,Industry,26.7346,,,,WORLD,1/17/2020,Domestic Aviation,1.07761,,,,WORLD,1/17/2020,International Aviation,1.69799,,,,WORLD,1/17/2020,Ground Transport,18.7173,,,,WORLD,1/17/2020,Residential,18.1664,,
Brazil,1/18/2020,Power,0.317484,,,Brazil,1/18/2020,Industry,0.33093,,,,Brazil,1/18/2020,Domestic Aviation,0.0334185,,,,Brazil,1/18/2020,International Aviation,0.0212471,,,,Brazil,1/18/2020,Ground Transport,0.442233,,,,Brazil,1/18/2020,Residential,0.0984519,,
China,1/18/2020,Power,13.9111,,,China,1/18/2020,Industry,8.75714,,,,China,1/18/2020,Domestic Aviation,0.192114,,,,China,1/18/2020,International Aviation,0.0942288,,,,China,1/18/2020,Ground Transport,2.34442,,,,China,1/18/2020,Residential,3.78387,,
EU27 & UK,1/18/2020,Power,2.55165,,,EU27 & UK,1/18/2020,Industry,1.52831,,,,EU27 & UK,1/18/2020,Domestic Aviation,0.0288823,,,,EU27 & UK,1/18/2020,International Aviation,0.430204,,,,EU27 & UK,1/18/2020,Ground Transport,2.32424,,,,EU27 & UK,1/18/2020,Residential,2.79882,,
India,1/18/2020,Power,3.3178,,,India,1/18/2020,Industry,2.09209,,,,India,1/18/2020,Domestic Aviation,0.0205941,,,,India,1/18/2020,International Aviation,0.038265,,,,India,1/18/2020,Ground Transport,0.852221,,,,India,1/18/2020,Residential,1.43139,,
ROW,1/18/2020,Power,9.59268,,,ROW,1/18/2020,Industry,8.938,,,,ROW,1/18/2020,Domestic Aviation,0.172921,,,,ROW,1/18/2020,International Aviation,0.822702,,,,ROW,1/18/2020,Ground Transport,5.94724,,,,ROW,1/18/2020,Residential,5.31347,,
Russia,1/18/2020,Power,2.62233,,,Russia,1/18/2020,Industry,0.638908,,,,Russia,1/18/2020,Domestic Aviation,0.039102,,,,Russia,1/18/2020,International Aviation,0.0337061,,,,Russia,1/18/2020,Ground Transport,0.625046,,,,Russia,1/18/2020,Residential,0.728585,,
United States,1/18/2020,Power,3.74868,,,United States,1/18/2020,Industry,2.78025,,,,United States,1/18/2020,Domestic Aviation,0.424414,,,,United States,1/18/2020,International Aviation,0.227608,,,,United States,1/18/2020,Ground Transport,4.02878,,,,United States,1/18/2020,Residential,3.21663,,
WORLD,1/18/2020,Power,37.7505,,,WORLD,1/18/2020,Industry,25.7629,,,,WORLD,1/18/2020,Domestic Aviation,0.937447,,,,WORLD,1/18/2020,International Aviation,1.725,,,,WORLD,1/18/2020,Ground Transport,17.0308,,,,WORLD,1/18/2020,Residential,17.992,,
Brazil,1/19/2020,Power,0.305443,,,Brazil,1/19/2020,Industry,0.318379,,,,Brazil,1/19/2020,Domestic Aviation,0.0310145,,,,Brazil,1/19/2020,International Aviation,0.0192231,,,,Brazil,1/19/2020,Ground Transport,0.33735,,,,Brazil,1/19/2020,Residential,0.0984519,,
China,1/19/2020,Power,13.307,,,China,1/19/2020,Industry,8.37688,,,,China,1/19/2020,Domestic Aviation,0.191651,,,,China,1/19/2020,International Aviation,0.092503,,,,China,1/19/2020,Ground Transport,2.15707,,,,China,1/19/2020,Residential,3.71846,,
EU27 & UK,1/19/2020,Power,2.51812,,,EU27 & UK,1/19/2020,Industry,1.50823,,,,EU27 & UK,1/19/2020,Domestic Aviation,0.0374371,,,,EU27 & UK,1/19/2020,International Aviation,0.442755,,,,EU27 & UK,1/19/2020,Ground Transport,1.83405,,,,EU27 & UK,1/19/2020,Residential,2.94724,,
India,1/19/2020,Power,3.13761,,,India,1/19/2020,Industry,1.97846,,,,India,1/19/2020,Domestic Aviation,0.0208429,,,,India,1/19/2020,International Aviation,0.0360398,,,,India,1/19/2020,Ground Transport,0.787075,,,,India,1/19/2020,Residential,1.7944,,
ROW,1/19/2020,Power,9.10001,,,ROW,1/19/2020,Industry,8.67965,,,,ROW,1/19/2020,Domestic Aviation,0.178519,,,,ROW,1/19/2020,International Aviation,0.819728,,,,ROW,1/19/2020,Ground Transport,5.5857,,,,ROW,1/19/2020,Residential,5.3092,,
Russia,1/19/2020,Power,2.57446,,,Russia,1/19/2020,Industry,0.627245,,,,Russia,1/19/2020,Domestic Aviation,0.0400142,,,,Russia,1/19/2020,International Aviation,0.0335352,,,,Russia,1/19/2020,Ground Transport,0.590223,,,,Russia,1/19/2020,Residential,0.749714,,
United States,1/19/2020,Power,4.09642,,,United States,1/19/2020,Industry,2.94045,,,,United States,1/19/2020,Domestic Aviation,0.389277,,,,United States,1/19/2020,International Aviation,0.225058,,,,United States,1/19/2020,Ground Transport,3.71345,,,,United States,1/19/2020,Residential,3.33561,,
WORLD,1/19/2020,Power,36.5555,,,WORLD,1/19/2020,Industry,25.0553,,,,WORLD,1/19/2020,Domestic Aviation,0.914558,,,,WORLD,1/19/2020,International Aviation,1.72506,,,,WORLD,1/19/2020,Ground Transport,15.4432,,,,WORLD,1/19/2020,Residential,18.5097,,
Brazil,1/20/2020,Power,0.323234,,,Brazil,1/20/2020,Industry,0.336924,,,,Brazil,1/20/2020,Domestic Aviation,0.0342451,,,,Brazil,1/20/2020,International Aviation,0.0202472,,,,Brazil,1/20/2020,Ground Transport,0.470619,,,,Brazil,1/20/2020,Residential,0.0984519,,
China,1/20/2020,Power,13.0239,,,China,1/20/2020,Industry,8.19868,,,,China,1/20/2020,Domestic Aviation,0.191338,,,,China,1/20/2020,International Aviation,0.0880042,,,,China,1/20/2020,Ground Transport,2.43418,,,,China,1/20/2020,Residential,3.60162,,
EU27 & UK,1/20/2020,Power,3.34172,,,EU27 & UK,1/20/2020,Industry,2.00153,,,,EU27 & UK,1/20/2020,Domestic Aviation,0.0441164,,,,EU27 & UK,1/20/2020,International Aviation,0.422987,,,,EU27 & UK,1/20/2020,Ground Transport,2.64869,,,,EU27 & UK,1/20/2020,Residential,2.99824,,
India,1/20/2020,Power,3.34872,,,India,1/20/2020,Industry,2.11158,,,,India,1/20/2020,Domestic Aviation,0.02081,,,,India,1/20/2020,International Aviation,0.0347014,,,,India,1/20/2020,Ground Transport,0.857862,,,,India,1/20/2020,Residential,1.88269,,
ROW,1/20/2020,Power,9.86583,,,ROW,1/20/2020,Industry,9.36283,,,,ROW,1/20/2020,Domestic Aviation,0.197998,,,,ROW,1/20/2020,International Aviation,0.786309,,,,ROW,1/20/2020,Ground Transport,6.487,,,,ROW,1/20/2020,Residential,5.57732,,
Russia,1/20/2020,Power,2.68519,,,Russia,1/20/2020,Industry,0.654224,,,,Russia,1/20/2020,Domestic Aviation,0.0416906,,,,Russia,1/20/2020,International Aviation,0.0292538,,,,Russia,1/20/2020,Ground Transport,0.686091,,,,Russia,1/20/2020,Residential,0.768647,,
United States,1/20/2020,Power,5.12851,,,United States,1/20/2020,Industry,3.24115,,,,United States,1/20/2020,Domestic Aviation,0.461028,,,,United States,1/20/2020,International Aviation,0.232908,,,,United States,1/20/2020,Ground Transport,4.36256,,,,United States,1/20/2020,Residential,3.77404,,
WORLD,1/20/2020,Power,39.4028,,,WORLD,1/20/2020,Industry,26.6028,,,,WORLD,1/20/2020,Domestic Aviation,1.01704,,,,WORLD,1/20/2020,International Aviation,1.66962,,,,WORLD,1/20/2020,Ground Transport,18.4378,,,,WORLD,1/20/2020,Residential,19.2272,,
Brazil,1/21/2020,Power,0.326385,,,Brazil,1/21/2020,Industry,0.340208,,,,Brazil,1/21/2020,Domestic Aviation,0.0352512,,,,Brazil,1/21/2020,International Aviation,0.0193191,,,,Brazil,1/21/2020,Ground Transport,0.48935,,,,Brazil,1/21/2020,Residential,0.0984519,,
China,1/21/2020,Power,12.2769,,,China,1/21/2020,Industry,7.7284,,,,China,1/21/2020,Domestic Aviation,0.190752,,,,China,1/21/2020,International Aviation,0.092708,,,,China,1/21/2020,Ground Transport,2.38304,,,,China,1/21/2020,Residential,3.37698,,
EU27 & UK,1/21/2020,Power,3.21748,,,EU27 & UK,1/21/2020,Industry,1.92711,,,,EU27 & UK,1/21/2020,Domestic Aviation,0.0409058,,,,EU27 & UK,1/21/2020,International Aviation,0.374508,,,,EU27 & UK,1/21/2020,Ground Transport,2.68309,,,,EU27 & UK,1/21/2020,Residential,3.11006,,
India,1/21/2020,Power,3.41163,,,India,1/21/2020,Industry,2.15125,,,,India,1/21/2020,Domestic Aviation,0.0202459,,,,India,1/21/2020,International Aviation,0.0345601,,,,India,1/21/2020,Ground Transport,0.855025,,,,India,1/21/2020,Residential,1.71534,,
ROW,1/21/2020,Power,10.2264,,,ROW,1/21/2020,Industry,9.55559,,,,ROW,1/21/2020,Domestic Aviation,0.199705,,,,ROW,1/21/2020,International Aviation,0.757144,,,,ROW,1/21/2020,Ground Transport,6.76193,,,,ROW,1/21/2020,Residential,5.70127,,
Russia,1/21/2020,Power,2.68495,,,Russia,1/21/2020,Industry,0.654166,,,,Russia,1/21/2020,Domestic Aviation,0.0388816,,,,Russia,1/21/2020,International Aviation,0.0290259,,,,Russia,1/21/2020,Ground Transport,0.688484,,,,Russia,1/21/2020,Residential,0.751428,,
United States,1/21/2020,Power,4.89039,,,United States,1/21/2020,Industry,3.08568,,,,United States,1/21/2020,Domestic Aviation,0.498346,,,,United States,1/21/2020,International Aviation,0.2126,,,,United States,1/21/2020,Ground Transport,4.37172,,,,United States,1/21/2020,Residential,3.76207,,
WORLD,1/21/2020,Power,38.755,,,WORLD,1/21/2020,Industry,26.1528,,,,WORLD,1/21/2020,Domestic Aviation,1.04967,,,,WORLD,1/21/2020,International Aviation,1.57367,,,,WORLD,1/21/2020,Ground Transport,18.7249,,,,WORLD,1/21/2020,Residential,19.1212,,
Brazil,1/22/2020,Power,0.32271,,,Brazil,1/22/2020,Industry,0.336378,,,,Brazil,1/22/2020,Domestic Aviation,0.034655,,,,Brazil,1/22/2020,International Aviation,0.0191489,,,,Brazil,1/22/2020,Ground Transport,0.491273,,,,Brazil,1/22/2020,Residential,0.0984519,,
China,1/22/2020,Power,11.6436,,,China,1/22/2020,Industry,7.32977,,,,China,1/22/2020,Domestic Aviation,0.190177,,,,China,1/22/2020,International Aviation,0.0914584,,,,China,1/22/2020,Ground Transport,2.12361,,,,China,1/22/2020,Residential,3.34283,,
